label,area,centroid-0,centroid-1,seg_label,morphology,row_number,column_number,right_to_left
445,296.0,1932.668918918919,2605.9763513513512,445,intact,11,18,-20
444,401.0,1932.4114713216957,2669.4912718204487,444,intact,11,19,-19
449,457.0,1934.8796498905908,2723.2560175054705,449,intact,11,20,-18
446,430.0,1933.8767441860466,2780.609302325581,446,intact,11,21,-17
450,422.0,1935.367298578199,2831.781990521327,450,intact,11,22,-16
447,617.0,1934.834683954619,2900.0226904376013,447,intact,11,23,-15
451,286.0,1935.3391608391607,2954.146853146853,451,intact,11,24,-14
448,192.0,1933.2083333333333,3004.6822916666665,448,spoilt,11,30,-14
448,519.0,1935.726490825688,3016.107200879205,448_455,combined,11,25,-13
455,327.0,1938.244648318043,3027.532110091743,455,spoilt,11,31,-13
453,273.0,1936.7069597069597,3081.5054945054944,453,intact,11,26,-12
452,547.0,1936.6252285191956,3126.9542961608777,452,intact,11,27,-11
454,572.0,1937.506993006993,3184.375874125874,454,intact,11,28,-10
456,424.0,1938.2099056603774,3244.830188679245,456,intact,11,29,-9
457,308.0,1938.6883116883116,3298.2824675324673,457,intact,11,30,-8
459,532.0,1939.6484962406016,3357.6785714285716,459,intact,11,31,-7
458,248.0,1939.399193548387,3405.8629032258063,458,intact,11,32,-6
462,438.0,1940.7123287671234,3465.7899543378994,462,intact,11,33,-5
463,416.0,1940.6009615384614,3513.920673076923,463,intact,11,34,-4
460,456.0,1939.8399122807018,3567.561403508772,460,intact,11,35,-3
464,489.0,1941.394683026585,3618.7770961145193,464,intact,11,36,-2
461,350.0,1941.82,3669.077142857143,461,intact,11,37,-1
472,618.0,1977.0307443365696,1655.7783171521035,472,intact,12,1,-37
475,308.0,1978.6233766233765,1691.3733766233765,475,intact,12,2,-36
470,458.0,1976.9847161572052,1761.2882096069868,470,intact,12,3,-35
476,530.0,1978.3811320754717,1813.3716981132075,476,intact,12,4,-34
473,420.0,1978.4619047619049,1862.9928571428572,473,intact,12,5,-33
471,521.0,1979.2111324376199,1920.0652591170826,471,intact,12,6,-32
474,495.0,1978.5171717171718,1985.9676767676767,474,intact,12,7,-31
478,269.0,1980.096654275093,2036.271375464684,478,intact,12,8,-30
479,556.0,1979.546762589928,2107.4370503597124,479,intact,12,9,-29
482,322.0,1981.6304347826087,2155.9937888198756,482,intact,12,10,-28
477,606.0,1979.8151815181518,2212.2656765676566,477,intact,12,11,-27
480,346.0,1981.1098265895953,2264.78612716763,480,intact,12,12,-26
481,558.0,1981.9856630824372,2327.0734767025087,481,intact,12,13,-25
483,398.0,1982.1180904522614,2375.891959798995,483,intact,12,14,-24
484,613.0,1982.6753670473083,2449.7357259380096,484,intact,12,15,-23
485,248.0,1985.3306451612902,2490.5443548387098,485,intact,12,16,-22
486,502.0,1984.4561752988047,2564.370517928287,486,intact,12,17,-21
487,341.0,1987.2903225806451,2607.173020527859,487,intact,12,18,-20
488,456.0,1987.8552631578948,2670.8508771929824,488,intact,12,19,-19
489,325.0,1988.3784615384616,2720.3107692307694,489,intact,12,20,-18
490,590.0,1988.5593220338983,2784.15593220339,490,intact,12,21,-17
491,276.0,1990.3623188405797,2828.6014492753625,491,intact,12,22,-16
500,535.0,1988.9327102803738,2906.6878504672895,500,intact,12,23,-15
494,278.0,1989.8309352517986,2955.377697841727,494,intact,12,24,-14
492,554.0,1990.4314079422384,3018.241877256318,492,intact,12,25,-13
495,339.0,1991.7433628318583,3085.0029498525073,495,intact,12,26,-12
496,461.0,1989.937093275488,3129.0759219088936,496,intact,12,27,-11
497,492.0,1991.2682926829268,3188.4430894308944,497,intact,12,28,-10
501,534.0,1992.8277153558051,3244.0262172284642,501,intact,12,29,-9
498,352.0,1992.2585227272727,3296.1960227272725,498,intact,12,30,-8
493,555.0,1991.645045045045,3359.0792792792795,493,intact,12,31,-7
503,366.0,1991.4617486338798,3406.8169398907103,503,intact,12,32,-6
499,509.0,1992.1296660117878,3465.624754420432,499,intact,12,33,-5
502,462.0,1992.939393939394,3512.974025974026,502,intact,12,34,-4
504,537.0,1992.5810055865923,3567.6014897579144,504,intact,12,35,-3
506,487.0,1995.3080082135523,3615.8665297741272,506,intact,12,36,-2
505,334.0,1993.182634730539,3670.0149700598804,505,intact,12,37,-1
511,605.0,2034.8462809917355,1650.3752066115703,511,intact,13,1,-37
513,269.0,2036.171003717472,1693.7955390334573,513,intact,13,2,-36
516,504.0,2036.4801587301588,1762.906746031746,516,intact,13,3,-35
512,427.0,2036.0210772833723,1811.8758782201405,512,intact,13,4,-34
514,497.0,2037.0321931589538,1867.307847082495,514,intact,13,5,-33
515,373.0,2037.367292225201,1918.466487935657,515,intact,13,6,-32
517,521.0,2037.2207293666027,1989.7120921305182,517,intact,13,7,-31
518,347.0,2037.7319884726226,2034.864553314121,518,intact,13,8,-30
519,634.0,2039.4589905362775,2108.2082018927445,519,intact,13,9,-29
523,338.0,2040.5029585798816,2155.1005917159764,523,intact,13,10,-28
520,697.0,2039.2812051649928,2216.028694404591,520,intact,13,11,-27
524,391.0,2041.3017902813299,2266.537084398977,524,intact,13,12,-26
525,548.0,2039.897810218978,2328.954379562044,525,intact,13,13,-25
526,396.0,2041.5631313131314,2376.532828282828,526,intact,13,14,-24
521,688.0,2041.577034883721,2450.1031976744184,521,intact,13,15,-23
522,326.0,2042.5858895705521,2491.871165644172,522,intact,13,16,-22
527,631.0,2044.10618066561,2562.0332805071316,527,intact,13,17,-21
531,371.0,2048.1590296495956,2605.5175202156333,531,intact,13,18,-20
530,619.0,2045.6558966074313,2669.129240710824,530,intact,13,19,-19
528,540.0,2046.5074074074073,2722.7185185185185,528,intact,13,20,-18
529,612.0,2047.1470588235295,2780.6111111111113,529,intact,13,21,-17
534,433.0,2047.8198614318708,2831.5750577367207,534,intact,13,22,-16
536,364.0,2049.1456043956046,2892.554945054945,536,spoilt,13,27,-17
536,563.0,2047.7486815947873,2905.7372715224474,536_532,combined,13,23,-15
532,199.0,2046.3517587939698,2918.9195979899496,532,spoilt,13,28,-16
535,267.0,2049.14606741573,2955.7902621722847,535,intact,13,24,-14
539,281.0,2050.733096085409,3005.491103202847,539,spoilt,13,30,-14
539,511.0,2050.59480891227,3019.39337768838,539_540,combined,13,25,-13
540,230.0,2050.4565217391305,3033.295652173913,540,spoilt,13,31,-13
537,353.0,2050.4504249291786,3086.4957507082154,537,intact,13,26,-12
533,519.0,2049.5684007707127,3127.416184971098,533,intact,13,27,-11
538,506.0,2051.816205533597,3185.389328063241,538,intact,13,28,-10
541,384.0,2051.7604166666665,3244.359375,541,intact,13,29,-9
542,327.0,2052.2477064220184,3293.9571865443427,542,intact,13,30,-8
543,509.0,2053.3536345776033,3356.204322200393,543,intact,13,31,-7
546,312.0,2053.5384615384614,3404.701923076923,546,intact,13,32,-6
544,597.0,2054.5192629815747,3465.675041876047,544,intact,13,33,-5
547,455.0,2055.745054945055,3514.4,547,intact,13,34,-4
545,529.0,2054.631379962193,3565.0378071833647,545,intact,13,35,-3
548,526.0,2055.5532319391637,3618.119771863118,548,intact,13,36,-2
549,370.0,2055.7162162162163,3668.310810810811,549,intact,13,37,-1
555,651.0,2089.568356374808,1656.6436251920122,555,intact,14,1,-37
557,177.0,2090.2937853107346,1692.8926553672316,557,intact,14,2,-36
558,449.0,2089.895322939866,1764.011135857461,558,intact,14,3,-35
556,496.0,2091.247983870968,1810.1854838709678,556,intact,14,4,-34
559,613.0,2090.84339314845,1866.9853181076671,559,intact,14,5,-33
563,491.0,2091.3401221995928,1920.3177189409369,563,intact,14,6,-32
560,517.0,2090.388781431335,1987.3094777562862,560,intact,14,7,-31
564,313.0,2092.4632587859423,2035.3610223642172,564,intact,14,8,-30
561,691.0,2091.8133140376267,2108.84515195369,561,intact,14,9,-29
567,320.0,2094.328125,2156.815625,567,intact,14,10,-28
565,533.0,2092.8517823639777,2210.422138836773,565,intact,14,11,-27
569,427.0,2095.2014051522247,2265.3653395784545,569,intact,14,12,-26
570,592.0,2093.2280405405404,2328.052364864865,570,intact,14,13,-25
566,379.0,2094.2902374670184,2375.960422163588,566,intact,14,14,-24
562,557.0,2093.8653500897667,2446.754039497307,562,intact,14,15,-23
571,339.0,2096.8761061946902,2490.29203539823,571,intact,14,16,-22
568,602.0,2094.7358803986713,2559.9501661129566,568,intact,14,17,-21
572,327.0,2098.599388379205,2606.467889908257,572,intact,14,18,-20
577,566.0,2098.7809187279154,2669.249116607774,577,intact,14,19,-19
575,518.0,2098.1949806949806,2722.0444015444014,575,intact,14,20,-18
573,600.0,2098.528333333333,2778.7766666666666,573,intact,14,21,-17
576,445.0,2100.015730337079,2832.4067415730337,576,intact,14,22,-16
574,544.0,2098.955882352941,2903.295955882353,574,intact,14,23,-15
579,320.0,2101.49375,2952.55625,579,intact,14,24,-14
578,663.0,2101.7224736048265,3016.8506787330316,578,intact,14,25,-13
580,319.0,2102.5799373040754,3087.846394984326,580,intact,14,26,-12
581,374.0,2102.7406417112297,3127.181818181818,581,intact,14,27,-11
584,430.0,2104.0744186046513,3181.297674418605,584,intact,14,28,-10
585,409.0,2104.0660146699265,3241.58924205379,585,intact,14,29,-9
589,354.0,2105.04802259887,3295.5225988700563,589,intact,14,30,-8
582,575.0,2105.1495652173912,3355.0034782608695,582,intact,14,31,-7
590,281.0,2106.391459074733,3405.4128113879005,590,intact,14,32,-6
587,570.0,2105.138596491228,3464.733333333333,587,intact,14,33,-5
586,450.0,2105.9733333333334,3510.251111111111,586,intact,14,34,-4
588,638.0,2106.040752351097,3567.5078369905955,588,intact,14,35,-3
583,547.0,2106.471663619744,3615.36563071298,583,intact,14,36,-2
591,404.0,2106.0371287128714,3667.7871287128714,591,intact,14,37,-1
598,666.0,2149.9714714714714,1652.493993993994,598,intact,15,1,-37
601,300.0,2151.286666666667,1691.2333333333333,601,intact,15,2,-36
599,464.0,2149.7241379310344,1764.0474137931035,599,intact,15,3,-35
595,496.0,2151.139112903226,1811.016129032258,595,intact,15,4,-34
602,483.0,2152.1304347826085,1865.6397515527951,602,intact,15,5,-33
611,434.0,2153.5760368663596,1917.8617511520738,611,intact,15,6,-32
600,512.0,2150.884765625,1988.69921875,600,intact,15,7,-31
606,286.0,2152.769230769231,2036.2132867132866,606,intact,15,8,-30
607,290.0,2153.441379310345,2093.9,607,spoilt,15,14,-31
607,544.0,2152.5317132772198,2106.3102362204727,607_603,combined,15,9,-29
603,254.0,2151.6220472440946,2118.720472440945,603,spoilt,15,15,-30
604,222.0,2152.1486486486488,2155.4954954954956,604,intact,15,10,-28
608,588.0,2153.234693877551,2210.9812925170068,608,intact,15,11,-27
609,413.0,2154.089588377724,2266.1113801452784,609,intact,15,12,-26
605,476.0,2153.674369747899,2326.747899159664,605,intact,15,13,-25
612,338.0,2156.03550295858,2374.647928994083,612,intact,15,14,-24
610,493.0,2155.4563894523326,2445.5943204868154,610,intact,15,15,-23
614,276.0,2158.018115942029,2486.3478260869565,614,intact,15,16,-22
613,293.0,2156.8873720136517,2552.6860068259384,613,intact,15,17,-21
619,310.0,2162.1612903225805,2605.251612903226,619,intact,15,18,-20
617,457.0,2162.540481400438,2669.07658643326,617,intact,15,19,-19
615,539.0,2162.8293135435993,2719.0723562152134,615,intact,15,20,-18
620,521.0,2163.3339731285987,2778.925143953935,620,intact,15,21,-17
623,439.0,2164.389521640091,2831.6059225512527,623,intact,15,22,-16
618,225.0,2164.097777777778,2895.9555555555557,618,spoilt,15,29,-16
618,455.0,2163.148888888889,2908.1256038647343,618_616,combined,15,23,-15
616,230.0,2162.2,2920.295652173913,616,spoilt,15,30,-15
621,272.0,2164.676470588235,2956.889705882353,621,intact,15,24,-14
628,590.0,2166.1033898305086,3013.3,628,intact,15,25,-13
624,350.0,2166.3,3085.617142857143,624,intact,15,26,-12
622,342.0,2165.5760233918127,3123.1725146198833,622,intact,15,27,-11
625,516.0,2166.468992248062,3188.59496124031,625,intact,15,28,-10
629,477.0,2167.9329140461214,3242.0062893081763,629,intact,15,29,-9
635,384.0,2168.5885416666665,3294.796875,635,intact,15,30,-8
632,646.0,2168.547987616099,3360.2848297213623,632,intact,15,31,-7
633,345.0,2168.608695652174,3406.828985507246,633,intact,15,32,-6
630,462.0,2167.9458874458874,3466.3939393939395,630,intact,15,33,-5
626,466.0,2167.723175965665,3512.5042918454938,626,intact,15,34,-4
631,570.0,2168.9736842105262,3567.6859649122807,631,intact,15,35,-3
627,529.0,2168.03213610586,3617.4801512287336,627,intact,15,36,-2
634,372.0,2168.4596774193546,3668.7419354838707,634,intact,15,37,-1
638,579.0,2201.461139896373,1653.825561312608,638,intact,16,1,-37
645,234.0,2204.6111111111113,1695.4871794871794,645,intact,16,2,-36
642,509.0,2202.4616895874265,1762.5618860510806,642,intact,16,3,-35
644,352.0,2203.315340909091,1808.5227272727273,644,intact,16,4,-34
647,460.0,2204.980434782609,1868.9608695652173,647,intact,16,5,-33
648,300.0,2205.3333333333335,1918.1766666666667,648,intact,16,6,-32
643,463.0,2203.2980561555078,1991.5140388768898,643,intact,16,7,-31
649,205.0,2206.1658536585364,2039.668292682927,649,intact,16,8,-30
646,549.0,2205.1985428051003,2103.3060109289618,646,intact,16,9,-29
650,296.0,2207.2533783783783,2156.435810810811,650,intact,16,10,-28
652,534.0,2207.413857677903,2211.389513108614,652,intact,16,11,-27
654,338.0,2207.3816568047337,2265.2544378698226,654,intact,16,12,-26
653,501.0,2207.1716566866266,2325.9261477045907,653,intact,16,13,-25
651,425.0,2208.254117647059,2375.0235294117647,651,intact,16,14,-24
656,608.0,2208.6513157894738,2448.5246710526317,656,intact,16,15,-23
663,290.0,2212.520689655172,2487.7724137931036,663,intact,16,16,-22
657,503.0,2209.465208747515,2562.618290258449,657,intact,16,17,-21
661,369.0,2211.6720867208674,2604.6991869918697,661,intact,16,18,-20
664,614.0,2211.0814332247555,2667.514657980456,664,intact,16,19,-19
655,533.0,2211.121951219512,2722.4502814258913,655,intact,16,20,-18
658,520.0,2211.726923076923,2780.998076923077,658,intact,16,21,-17
662,454.0,2212.3876651982378,2829.7687224669603,662,intact,16,22,-16
659,457.0,2211.855579868709,2898.855579868709,659,intact,16,23,-15
665,291.0,2211.340206185567,2957.089347079038,665,intact,16,24,-14
666,638.0,2212.956112852665,3014.319749216301,666,intact,16,25,-13
667,394.0,2214.4137055837564,3081.720812182741,667,intact,16,26,-12
660,504.0,2213.595238095238,3126.4265873015875,660,intact,16,27,-11
668,75.0,2211.9866666666667,3173.3333333333335,668,intact,16,28,-10
669,230.0,2213.4521739130437,3233.021739130435,669,intact,16,29,-9
670,408.0,2216.5367647058824,3296.377450980392,670,intact,16,30,-8
671,489.0,2217.006134969325,3353.1267893660533,671,intact,16,31,-7
675,340.0,2218.423529411765,3407.285294117647,675,intact,16,32,-6
672,584.0,2217.818493150685,3465.1130136986303,672,intact,16,33,-5
676,499.0,2218.1362725450904,3511.603206412826,676,intact,16,34,-4
677,516.0,2219.0891472868216,3566.251937984496,677,intact,16,35,-3
673,491.0,2219.492871690428,3616.30549898167,673,intact,16,36,-2
674,318.0,2219.1509433962265,3668.8238993710693,674,intact,16,37,-1
681,646.0,2260.43653250774,1651.5526315789473,681,intact,17,1,-37
684,205.0,2261.878048780488,1695.0926829268292,684,intact,17,2,-36
682,451.0,2260.951219512195,1761.9445676274945,682,intact,17,3,-35
685,326.0,2263.058282208589,1808.659509202454,685,intact,17,4,-34
686,547.0,2263.014625228519,1871.1517367458866,686,intact,17,5,-33
687,431.0,2263.921113689095,1918.6798143851508,687,intact,17,6,-32
688,316.0,2264.278481012658,1991.876582278481,688,intact,17,7,-31
689,240.0,2264.6375,2039.7041666666667,689,intact,17,8,-30
693,615.0,2263.8926829268294,2104.7479674796746,693,intact,17,9,-29
690,296.0,2265.891891891892,2158.4797297297296,690,intact,17,10,-28
691,517.0,2265.68085106383,2210.74081237911,691,intact,17,11,-27
697,364.0,2267.596153846154,2265.085164835165,697,intact,17,12,-26
694,467.0,2265.291220556745,2326.614561027837,694,intact,17,13,-25
695,433.0,2267.986143187067,2376.092378752887,695,intact,17,14,-24
698,529.0,2267.368620037807,2444.4177693761817,698,intact,17,15,-23
692,324.0,2266.2685185185187,2491.259259259259,692,intact,17,16,-22
696,548.0,2268.094890510949,2558.2828467153286,696,intact,17,17,-21
700,394.0,2271.0101522842638,2604.994923857868,700,intact,17,18,-20
701,643.0,2271.0248833592536,2668.143079315708,701,intact,17,19,-19
699,575.0,2271.6747826086958,2720.0278260869563,699,intact,17,20,-18
702,548.0,2272.6222627737225,2780.366788321168,702,intact,17,21,-17
703,400.0,2272.8125,2831.4275,703,intact,17,22,-16
704,472.0,2273.3177966101694,2901.9110169491523,704,intact,17,23,-15
705,228.0,2272.8377192982457,2959.377192982456,705,intact,17,24,-14
706,494.0,2275.9615384615386,3011.8967611336034,706,intact,17,25,-13
708,296.0,2276.2094594594596,3079.699324324324,708,intact,17,26,-12
707,439.0,2275.4715261959,3125.6856492027337,707,intact,17,27,-11
710,335.0,2277.8358208955224,3183.686567164179,710,intact,17,28,-10
709,432.0,2277.222222222222,3240.9583333333335,709,intact,17,29,-9
711,335.0,2278.292537313433,3294.5402985074625,711,intact,17,30,-8
712,482.0,2278.5995850622407,3357.4771784232366,712,intact,17,31,-7
716,239.0,2280.702928870293,3407.2677824267785,716,intact,17,32,-6
714,495.0,2278.7353535353536,3465.551515151515,714,intact,17,33,-5
718,480.0,2281.054166666667,3512.0875,718,intact,17,34,-4
715,521.0,2280.721689059501,3565.7869481765833,715,intact,17,35,-3
713,421.0,2280.173396674584,3615.444180522565,713,intact,17,36,-2
717,244.0,2281.9836065573772,3667.4795081967213,717,intact,17,37,-1
724,457.0,2317.4857768052516,1649.2166301969366,724,intact,18,1,-37
725,407.0,2316.1031941031943,1689.995085995086,725,intact,18,2,-36
726,413.0,2316.6997578692494,1762.2687651331719,726,intact,18,3,-35
728,310.0,2319.458064516129,1808.7387096774194,728,intact,18,4,-34
729,492.0,2317.4837398373984,1869.1260162601627,729,intact,18,5,-33
730,292.0,2319.1746575342468,1920.7157534246576,730,intact,18,6,-32
731,206.0,2318.5485436893205,1981.893203883495,731,intact,18,7,-31
727,340.0,2319.485294117647,2039.6382352941177,727,intact,18,8,-30
736,592.0,2320.0912162162163,2100.8716216216217,736,intact,18,9,-29
732,317.0,2320.6813880126183,2155.7854889589908,732,intact,18,10,-28
733,564.0,2320.345744680851,2208.9131205673757,733,intact,18,11,-27
737,350.0,2320.1828571428573,2264.7257142857143,737,intact,18,12,-26
734,392.0,2321.4821428571427,2323.5688775510203,734,intact,18,13,-25
738,286.0,2322.0384615384614,2373.0174825174827,738,intact,18,14,-24
735,568.0,2322.385563380282,2447.2130281690143,735,intact,18,15,-23
739,246.0,2323.508130081301,2491.5365853658536,739,intact,18,16,-22
740,512.0,2323.77734375,2559.837890625,740,intact,18,17,-21
741,298.0,2325.1442953020132,2604.181208053691,741,intact,18,18,-20
742,508.0,2326.200787401575,2669.978346456693,742,intact,18,19,-19
743,485.0,2326.4659793814435,2720.818556701031,743,intact,18,20,-18
744,402.0,2327.042288557214,2780.8457711442784,744,intact,18,21,-17
747,413.0,2328.55205811138,2831.501210653753,747,intact,18,22,-16
745,512.0,2326.7890625,2902.828125,745,intact,18,23,-15
748,262.0,2329.4961832061067,2956.7824427480914,748,intact,18,24,-14
749,623.0,2329.8555377207063,3014.0288924558586,749,intact,18,25,-13
746,289.0,2328.3840830449826,3081.826989619377,746,intact,18,26,-12
750,394.0,2330.3274111675128,3123.6649746192893,750,intact,18,27,-11
751,327.0,2331.229357798165,3178.896024464832,751,intact,18,28,-10
754,389.0,2330.956298200514,3237.2776349614396,754,intact,18,29,-9
752,273.0,2331.8864468864467,3295.2344322344325,752,intact,18,30,-8
756,503.0,2332.4632206759443,3357.8588469184892,756,intact,18,31,-7
753,286.0,2331.7482517482517,3406.3706293706296,753,intact,18,32,-6
755,548.0,2331.5127737226276,3463.5401459854015,755,intact,18,33,-5
757,358.0,2333.986033519553,3509.905027932961,757,intact,18,34,-4
759,485.0,2333.7876288659795,3563.954639175258,759,intact,18,35,-3
760,480.0,2334.8729166666667,3613.2625,760,intact,18,36,-2
758,296.0,2332.7939189189187,3667.1655405405404,758,intact,18,37,-1
766,594.0,2371.6835016835016,1650.3939393939395,766,intact,19,1,-37
767,170.0,2372.423529411765,1693.3529411764705,767,intact,19,2,-36
768,463.0,2372.144708423326,1761.816414686825,768,intact,19,3,-35
769,276.0,2375.5833333333335,1808.0833333333333,769,intact,19,4,-34
771,520.0,2374.3307692307694,1868.5884615384616,771,intact,19,5,-33
772,260.0,2375.3192307692307,1919.676923076923,772,intact,19,6,-32
770,525.0,2375.097142857143,1991.8971428571429,770,intact,19,7,-31
774,211.0,2375.905213270142,2038.218009478673,774,intact,19,8,-30
775,555.0,2377.154954954955,2102.8432432432433,775,intact,19,9,-29
773,217.0,2375.9815668202764,2154.9400921658985,773,intact,19,10,-28
777,573.0,2377.432809773124,2211.176265270506,777,intact,19,11,-27
778,333.0,2377.7237237237237,2262.2162162162163,778,intact,19,12,-26
779,386.0,2378.20725388601,2323.3316062176164,779,intact,19,13,-25
776,289.0,2378.1349480968856,2370.657439446367,776,intact,19,14,-24
780,406.0,2379.0172413793102,2439.536945812808,780,intact,19,15,-23
781,263.0,2379.513307984791,2490.6349809885933,781,intact,19,16,-22
782,498.0,2379.859437751004,2559.3132530120483,782,intact,19,17,-21
783,300.0,2384.6866666666665,2603.4866666666667,783,intact,19,18,-20
785,525.0,2383.7542857142857,2669.8609523809523,785,intact,19,19,-19
784,345.0,2383.510144927536,2718.026086956522,784,intact,19,20,-18
786,393.0,2384.272264631043,2776.8244274809163,786,intact,19,21,-17
788,419.0,2385.159904534606,2831.8806682577565,788,intact,19,22,-16
787,590.0,2385.6474576271185,2900.4762711864405,787,intact,19,23,-15
789,238.0,2386.4621848739494,2958.0672268907565,789,intact,19,24,-14
791,399.0,2386.9824561403507,3008.0751879699246,791,intact,19,25,-13
792,252.0,2387.90873015873,3078.1706349206347,792,intact,19,26,-12
790,438.0,2387.433789954338,3123.8196347031962,790,intact,19,27,-11
793,419.0,2387.618138424821,3181.1551312649167,793,intact,19,28,-10
794,443.0,2388.6704288939054,3241.977426636569,794,intact,19,29,-9
796,263.0,2390.3269961977185,3293.384030418251,796,intact,19,30,-8
795,508.0,2389.8090551181103,3356.600393700787,795,intact,19,31,-7
797,255.0,2391.741176470588,3406.549019607843,797,intact,19,32,-6
801,382.0,2392.455497382199,3461.6544502617803,801,intact,19,33,-5
798,407.0,2392.208845208845,3511.255528255528,798,intact,19,34,-4
802,527.0,2393.111954459203,3563.842504743833,802,intact,19,35,-3
799,435.0,2391.9954022988504,3615.96091954023,799,intact,19,36,-2
800,275.0,2393.101818181818,3668.8654545454547,800,intact,19,37,-1
807,516.0,2427.4321705426355,1653.9205426356589,807,intact,20,1,-37
811,214.0,2429.9018691588785,1694.5420560747664,811,intact,20,2,-36
809,441.0,2429.4036281179137,1761.4467120181405,809,intact,20,3,-35
812,302.0,2431.254966887417,1809.4735099337747,812,intact,20,4,-34
813,545.0,2429.9412844036697,1870.570642201835,813,intact,20,5,-33
816,277.0,2430.9494584837544,1923.1083032490974,816,intact,20,6,-32
817,531.0,2431.2354048964216,1991.5612052730696,817,intact,20,7,-31
810,303.0,2433.3531353135313,2038.1518151815183,810,intact,20,8,-30
823,562.0,2432.1868327402135,2098.679715302491,823,intact,20,9,-29
814,258.0,2433.31007751938,2154.0697674418607,814,intact,20,10,-28
818,466.0,2432.8454935622317,2206.785407725322,818,intact,20,11,-27
824,346.0,2434.0115606936415,2260.0462427745665,824,intact,20,12,-26
815,498.0,2432.487951807229,2323.0662650602408,815,intact,20,13,-25
820,357.0,2434.63025210084,2373.7591036414565,820,intact,20,14,-24
821,363.0,2433.9724517906334,2436.2699724517906,821,intact,20,15,-23
822,248.0,2434.9919354838707,2491.3669354838707,822,intact,20,16,-22
819,400.0,2435.5375,2558.1075,819,intact,20,17,-21
825,274.0,2436.795620437956,2604.1605839416056,825,intact,20,18,-20
826,355.0,2436.205633802817,2659.830985915493,826,intact,20,19,-19
828,379.0,2438.7704485488125,2718.4511873350925,828,intact,20,20,-18
827,439.0,2438.1981776765374,2781.5330296127563,827,intact,20,21,-17
831,359.0,2440.6963788300836,2829.974930362117,831,intact,20,22,-16
829,526.0,2439.9847908745246,2899.9049429657794,829,intact,20,23,-15
832,266.0,2441.8872180451126,2957.8609022556393,832,intact,20,24,-14
833,621.0,2442.1755233494364,3010.9967793880837,833,intact,20,25,-13
830,286.0,2440.986013986014,3082.1503496503497,830,intact,20,26,-12
836,500.0,2442.642,3124.866,836,intact,20,27,-11
834,429.0,2443.2890442890443,3179.7459207459206,834,intact,20,28,-10
837,490.0,2443.3142857142857,3241.087755102041,837,intact,20,29,-9
839,363.0,2445.093663911846,3290.840220385675,839,intact,20,30,-8
835,457.0,2444.577680525164,3359.024070021882,835,intact,20,31,-7
838,271.0,2445.8560885608854,3406.889298892989,838,intact,20,32,-6
842,463.0,2445.755939524838,3464.436285097192,842,intact,20,33,-5
840,378.0,2446.095238095238,3510.1402116402114,840,intact,20,34,-4
843,449.0,2445.338530066815,3563.412026726058,843,intact,20,35,-3
844,440.0,2446.8477272727273,3613.175,844,intact,20,36,-2
841,280.0,2447.0785714285716,3667.0214285714287,841,intact,20,37,-1
848,622.0,2487.0594855305467,1653.0064308681672,848,intact,21,1,-37
849,249.0,2487.5180722891564,1697.4538152610442,849,intact,21,2,-36
850,560.0,2486.723214285714,1761.9535714285714,850,intact,21,3,-35
851,345.0,2489.478260869565,1811.8347826086956,851,intact,21,4,-34
856,525.0,2488.6514285714284,1867.52,856,intact,21,5,-33
853,359.0,2489.685236768802,1922.175487465181,853,intact,21,6,-32
857,534.0,2489.076779026217,1984.7209737827716,857,intact,21,7,-31
854,261.0,2489.0,2034.2528735632184,854,intact,21,8,-30
858,550.0,2490.276363636364,2099.0672727272727,858,intact,21,9,-29
859,313.0,2490.3801916932907,2155.741214057508,859,intact,21,10,-28
860,508.0,2491.553149606299,2208.0925196850394,860,intact,21,11,-27
863,286.0,2493.388111888112,2262.318181818182,863,intact,21,12,-26
861,405.0,2491.4,2321.0074074074073,861,intact,21,13,-25
864,352.0,2493.59375,2370.184659090909,864,intact,21,14,-24
862,577.0,2493.1369150779897,2446.4956672443673,862,intact,21,15,-23
865,217.0,2493.400921658986,2489.622119815668,865,intact,21,16,-22
866,517.0,2496.1431334622825,2557.9381044487427,866,intact,21,17,-21
867,258.0,2499.6007751937987,2600.7286821705425,867,intact,21,18,-20
868,563.0,2498.1687388987566,2668.664298401421,868,intact,21,19,-19
873,539.0,2500.313543599258,2718.122448979592,873,intact,21,20,-18
869,490.0,2499.1897959183675,2780.4979591836736,869,intact,21,21,-17
876,488.0,2500.497950819672,2829.938524590164,876,intact,21,22,-16
871,226.0,2501.2743362831857,2888.8274336283184,871,spoilt,21,28,-16
871,427.0,2500.2739840619906,2903.9211795007263,871_870,combined,21,23,-15
870,201.0,2499.273631840796,2919.0149253731342,870,spoilt,21,29,-15
872,243.0,2501.534979423868,2958.0,872,intact,21,24,-14
877,473.0,2502.4291754756873,3005.739957716702,877,intact,21,25,-13
878,290.0,2504.0,3075.8724137931035,878,intact,21,26,-12
879,471.0,2502.7664543524415,3123.668789808917,879,intact,21,27,-11
880,408.0,2503.274509803922,3179.301470588235,880,intact,21,28,-10
883,354.0,2503.6892655367233,3233.7344632768363,883,intact,21,29,-9
874,245.0,2502.4,3291.4979591836736,874,intact,21,30,-8
884,511.0,2505.113502935421,3355.829745596869,884,intact,21,31,-7
881,221.0,2503.7737556561087,3405.6968325791854,881,intact,21,32,-6
875,496.0,2504.9556451612902,3464.1512096774195,875,intact,21,33,-5
